sigma,chi_mag,log_chi_mag,phi_s,unitary_error
0.7677677677677678,0.8048858103574084,-0.2170548621129971,-1.6557791522952832,0.19511418964259164
0.7687687687687688,0.8042328778309015,-0.21786640269994664,-1.6524377503222742,0.19576712216909853
0.7697697697697697,0.8035804738865376,-0.21867794463604645,-1.6491101612630192,0.19641952611346236
0.7707707707707707,0.8029285980932523,-0.2194894879263177,-1.6457962823707726,0.19707140190674766
0.7717717717717718,0.8022772500203386,-0.22030103257578137,-1.6424960120362513,0.19772274997966144
0.7727727727727728,0.8016264292374463,-0.22111257858945846,-1.6392092497709094,0.19837357076255369
0.7737737737737738,0.8009761353145824,-0.22192412597236988,-1.6359358961905135,0.19902386468541755
0.7747747747747747,0.80032636782211,-0.2227356747295369,-1.6326758529990242,0.19967363217789003
0.7757757757757757,0.7996771263307486,-0.22354722486598003,-1.6294290229727664,0.2003228736692514
0.7767767767767768,0.7990284104115736,-0.22435877638672033,-1.6261953099448878,0.20097158958842642
0.7777777777777778,0.7983802196360157,-0.22517032929677872,-1.6229746187900993,0.2016197803639843
0.7787787787787788,0.7977325535758614,-0.2259818836011756,-1.6197668554096862,0.20226744642413863
0.7797797797797797,0.7970854118032515,-0.22679343930493207,-1.6165719267167922,0.20291458819674846
0.7807807807807807,0.7964387938906822,-0.2276049964130686,-1.6133897406219628,0.20356120610931783
0.7817817817817818,0.7957926994110032,-0.2284165549306062,-1.6102202060189479,0.20420730058899683
0.7827827827827828,0.7951471279374192,-0.229228114862565,-1.6070632327707568,0.20485287206258085
